,Unnamed: 0,eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,gname,guncertain1,individual,weaptype1,weaptype1_txt,nkill,property,ishostkid,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,date
0,133,197003140002,1970,3,14,0,60,Egypt,10,Middle East & North Africa,Alexandria,Alexandria,31.198056,29.919167,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,6,Airports & Aircraft,42.0,Aircraft (not at an airport),United Arab Airlines Flight Antonov 24 Acft,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,0,-9,1970-03-14
1,1092,197111280001,1971,11,28,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,2,Government (General),17.0,Head of State,"Jordanian Prime Minister, Wasfi Tal",60.0,Egypt,Black September,0.0,0,5,Firearms,1.0,0,0.0,PGIS,1,1,0,1,1971-11-28
2,1181,197202190001,1972,2,19,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,4,Hijacking,6,Airports & Aircraft,42.0,Aircraft (not at an airport),Caravelle,102.0,Jordan,Jordanian National Liberation Movement,0.0,0,6,Explosives,0.0,0,1.0,Hijacking DB,0,1,1,1,1972-02-19
3,5603,197712050001,1977,12,5,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,"David Holden, Chief of Foreign Correspondents",216.0,Great Britain,Unknown,0.0,0,5,Firearms,1.0,0,0.0,PGIS,-9,-9,1,1,1977-12-05
4,6797,197809300002,1978,9,30,0,60,Egypt,10,Middle East & North Africa,North Sinai,Yamit,31.275278000000004,34.167778000000006,1.0,1,1,1,1,-9.0,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",beach at yamit,97.0,Israel,Palestinians,0.0,0,6,Explosives,0.0,1,0.0,PGIS,1,0,1,1,1978-09-30
5,6811,197810010002,1978,10,1,0,60,Egypt,10,Middle East & North Africa,Sohag,Unknown,30.608471999999995,33.617577000000004,4.0,0,1,1,0,1.0,0.0,1,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Military installation near Eilat,97.0,Israel,Palestinians,0.0,0,5,Firearms,2.0,1,1.0,PGIS,1,0,1,1,1978-10-01
6,8111,197904190003,1979,4,19,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,Main Post Office,60.0,Egypt,Eagles of the Palestinian Revolution,0.0,0,6,Explosives,1.0,1,0.0,PGIS,1,1,0,1,1979-04-19
7,9947,198001060001,1980,1,6,0,60,Egypt,10,Middle East & North Africa,Al Iskandariyah (Alexandria),Alexandria,31.198056,29.919167,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Not available,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,0,-9,1980-01-06
8,9948,198001060002,1980,1,6,0,60,Egypt,10,Middle East & North Africa,Alexandria,Alexandria,31.198056,29.919167,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Not available,60.0,Egypt,Unknown,0.0,0,6,Explosives,1.0,1,0.0,PGIS,-9,-9,0,-9,1980-01-06
9,10857,198004300001,1980,4,30,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Synagogue,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,0,-9,1980-04-30
10,11456,198007150001,1980,7,15,0,60,Egypt,10,Middle East & North Africa,Ismailia,Ismailia,30.597448,32.271566,1.0,0,1,1,1,0.0,0.0,0,0,1,Assassination,2,Government (General),17.0,Head of State,"As-Sadat, President",60.0,Egypt,Egyptian Revolutionary Organization,0.0,0,13,Unknown,0.0,0,0.0,PGIS,0,0,0,0,1980-07-15
11,12272,198011100004,1980,11,10,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,1,Assassination,2,Government (General),18.0,"Government Personnel (excluding police, military)","Reza Shah, New Shah (son of old)",94.0,Iran,Unknown,0.0,0,5,Firearms,0.0,0,0.0,PGIS,-9,-9,1,1,1980-11-10
12,12999,198103010001,1981,3,1,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,6,Hostage Taking (Kidnapping),6,Airports & Aircraft,42.0,Aircraft (not at an airport),Not available,60.0,Egypt,Japanese Red Army (JRA),0.0,0,13,Unknown,0.0,0,1.0,PGIS,1,1,0,1,1981-03-01
13,13255,198104060003,1981,4,6,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,U.S. Embassy,217.0,United States,Unknown,0.0,0,6,Explosives,0.0,0,0.0,PGIS,-9,-9,1,1,1981-04-06
14,13256,198104060004,1981,4,6,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,Abadin Palace,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,PGIS,-9,-9,0,-9,1981-04-06
15,13257,198104060005,1981,4,6,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,Israeli Embassy,97.0,Israel,Unknown,0.0,0,6,Explosives,0.0,0,0.0,PGIS,-9,-9,1,1,1981-04-06
16,14015,198108020001,1981,8,2,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,78.0,"Procession/Gathering (funeral, wedding, birthday, religious)",Christian Coptic Wedding (St. Mary's),60.0,Egypt,Arab Steadfastness Front,1.0,0,6,Explosives,3.0,1,0.0,PGIS,0,0,0,0,1981-08-02
17,14370,198109150010,1981,9,15,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,9,Unknown,6,Airports & Aircraft,44.0,Airport,Cairo Air Terminal,60.0,Egypt,Japanese Red Army (JRA),0.0,0,13,Unknown,0.0,0,0.0,PGIS,1,1,0,1,1981-09-15
19,14497,198110070003,1981,10,7,0,60,Egypt,10,Middle East & North Africa,Asyut,Asyut,27.181122,31.179426,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Police Headquarters,60.0,Egypt,Unknown,0.0,0,5,Firearms,54.0,1,0.0,PGIS,-9,-9,0,-9,1981-10-07
20,14530,198110130004,1981,10,13,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,6,Airports & Aircraft,42.0,Aircraft (not at an airport),Air Malta Boeing 737 (luggage being unloaded from it),124.0,Malta,Libyan,0.0,0,6,Explosives,2.0,1,0.0,PGIS,1,1,1,1,1981-10-13
21,17078,198209240002,1982,9,24,0,60,Egypt,10,Middle East & North Africa,Giza,Giza,30.022924,31.185192,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,18,Tourists,96.0,Tour Bus/Van,Tourist Bus,60.0,Egypt,Egyptian Islamic Jihad (Al-Jihad),1.0,0,5,Firearms,0.0,1,0.0,PGIS,0,1,0,1,1982-09-24
22,26068,198508200008,1985,8,20,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)","Albert Atrakchi (30), attache",97.0,Israel,Egypt's Revolution,0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,1,1,1985-08-20
23,26386,198510070028,1985,10,7,0,60,Egypt,10,Middle East & North Africa,Alexandria,Alexandria,31.198056,29.919167,1.0,0,1,1,1,0.0,0.0,1,0,4,Hijacking,11,Maritime,58.0,Commercial Maritime,Not available,98.0,Italy,Palestine Liberation Front (PLF),0.0,0,5,Firearms,1.0,0,1.0,PGIS,1,1,1,1,1985-10-07
24,27570,198603190005,1986,3,19,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)","unk, wife of diplomat",97.0,Israel,Egypt's Revolution,0.0,0,5,Firearms,1.0,0,0.0,PGIS,0,1,1,1,1986-03-19
25,27571,198603190006,1986,3,19,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,1,0,1,Assassination,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,workers,97.0,Israel,Unknown,0.0,0,5,Firearms,1.0,0,0.0,PGIS,-9,-9,1,1,1986-03-19
26,28450,198606230002,1986,6,23,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,1,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,73.0,Vehicles/Transportation,auto,60.0,Egypt,Hezbollah,0.0,0,6,Explosives,10.0,1,0.0,PGIS,1,1,0,1,1986-06-23
27,29587,198611180001,1986,11,18,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,US Embassy,217.0,United States,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,1,1,1986-11-18
28,30958,198705070002,1987,5,7,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,1,Assassination,2,Government (General),21.0,Government Building/Facility/Office,Former Interior Minister,60.0,Egypt,Islamist extremists,0.0,0,5,Firearms,0.0,0,0.0,PGIS,-9,-9,0,-9,1987-05-07
29,31118,198705270002,1987,5,27,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",Security Officers Car,217.0,United States,Egypt's Revolution,0.0,0,5,Firearms,0.0,1,0.0,PGIS,0,1,1,1,1987-05-27
30,31119,198705270003,1987,5,27,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Patrol,60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,1,0.0,PGIS,-9,-9,0,-9,1987-05-27
31,31163,198706030009,1987,6,3,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,1,Assassination,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,"Makram Muhammed Ahmad, cnr. Al Hilal",60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,0,0.0,PGIS,-9,-9,0,-9,1987-06-03
32,31842,198708130003,1987,8,13,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,2,Government (General),18.0,"Government Personnel (excluding police, military)","home, Nabawi Ismail (former Interior Minister)",60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,1,0.0,PGIS,-9,-9,0,-9,1987-08-13
33,31855,198708140010,1987,8,14,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,police unit,60.0,Egypt,Muslim Fundamentalists,0.0,0,5,Firearms,1.0,1,0.0,PGIS,-9,-9,0,-9,1987-08-14
34,31964,198708260001,1987,8,26,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",private auto,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,0,-9,1987-08-26
35,33250,198801260001,1988,1,26,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,1,0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,Bookstore in Nile Hilton Hotel Annex,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,0,-9,1988-01-26
36,33676,198803040001,1988,3,4,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,"U.S. Pavilion, Cairo International Fair",217.0,United States,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,1,1,1988-03-04
37,34934,198806300011,1988,6,30,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,1,Assassination,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)","Vehicle, Ambassador Abd al-Razzaq al-Kandari",106.0,Kuwait,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,1,1,1988-06-30
38,35276,198808010001,1988,8,1,0,60,Egypt,10,Middle East & North Africa,Sohag,Sawhaj,26.55,31.7,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Al-Shahid Husni al-Badawi Mosque,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,0,-9,1988-08-01
39,35508,198808290001,1988,8,29,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Wedding party,60.0,Egypt,Muslim Fundamentalists,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,0,-9,1988-08-29
40,36034,198810240002,1988,10,24,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,1,Business,2.0,Restaurant/Bar/Café,Bar,60.0,Egypt,Muslim Fundamentalists,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,0,-9,1988-10-24
41,36497,198812080001,1988,12,8,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,1,0,7,Facility/Infrastructure Attack,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station Ain Shams District,60.0,Egypt,Muslim Fundamentalists,0.0,0,8,Incendiary,0.0,1,0.0,PGIS,-9,-9,0,-9,1988-12-08
42,36503,198812080007,1988,12,8,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Plainclothes Police officer Essameddin Mohammed Shams,60.0,Egypt,Muslim Fundamentalists,0.0,0,9,Melee,1.0,0,0.0,PGIS,-9,-9,0,-9,1988-12-08
43,36651,198812190019,1988,12,19,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Vehicle,60.0,Egypt,Unknown,0.0,0,9,Melee,0.0,1,0.0,PGIS,-9,-9,0,-9,1988-12-19
44,36919,198901170013,1989,1,17,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.087097,30.761840000000003,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Police Station,60.0,Egypt,Muslim Fundamentalists,0.0,0,5,Firearms,1.0,1,0.0,PGIS,-9,-9,0,-9,1989-01-17
45,37929,198904130008,1989,4,13,0,60,Egypt,10,Middle East & North Africa,Faiyum,Faiyum,29.311707,30.838812,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,2,Government (General),0.0,Not available,Fayoum,60.0,Egypt,Egyptian Islamic Jihad (Al-Jihad),0.0,0,8,Incendiary,0.0,1,0.0,PGIS,0,1,0,1,1989-04-13
46,38265,198905130009,1989,5,13,0,60,Egypt,10,Middle East & North Africa,Faiyum,Faiyum,29.311707,30.838812,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,theater,60.0,Egypt,Egyptian Islamic Jihad (Al-Jihad),0.0,0,6,Explosives,0.0,1,0.0,PGIS,0,1,0,1,1989-05-13
47,38500,198906030009,1989,6,3,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,U.K. cultural center,216.0,Great Britain,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,1,1,1989-06-03
48,38501,198906030010,1989,6,3,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,U.S. Cultural Center,217.0,United States,Unknown,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,1,1,1989-06-03
49,39152,198908080006,1989,8,8,0,60,Egypt,10,Middle East & North Africa,Al Sharqia,Mahmoudeya,30.668561,31.501757,1.0,0,1,1,1,-9.0,0.0,1,0,7,Facility/Infrastructure Attack,1,Business,7.0,Retail/Grocery/Bakery,electrician's shop,60.0,Egypt,Muslim Militants,0.0,0,8,Incendiary,0.0,1,0.0,PGIS,-9,-9,0,-9,1989-08-08
50,40935,198912160002,1989,12,16,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,0,0,1,Assassination,2,Government (General),18.0,"Government Personnel (excluding police, military)",Minister of Interior Zaki Badr,60.0,Egypt,Islamist extremists,0.0,0,6,Explosives,0.0,0,0.0,PGIS,-9,-9,0,-9,1989-12-16
51,41347,199001300010,1990,1,30,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,0,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Colonel Rifaat el-Shafai,60.0,Egypt,Muslim Fundamentalists,0.0,0,8,Incendiary,0.0,0,0.0,PGIS,-9,-9,0,-9,1990-01-30
52,41384,199002040008,1990,2,4,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,1,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,18,Tourists,96.0,Tour Bus/Van,Tour Bus en route Ismailiya to Cairo,60.0,Egypt,Organization for the oppresed in Egypt's Prisons,0.0,0,5,Firearms,11.0,1,0.0,PGIS,0,0,0,0,1990-02-04
53,41418,199002090002,1990,2,9,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,2,Government (General),17.0,Head of State,"Residence, Pres. Hosni Mubarak",60.0,Egypt,Unknown,0.0,0,5,Firearms,0.0,1,0.0,PGIS,-9,-9,0,-9,1990-02-09
54,41425,199002090009,1990,2,9,0,60,Egypt,10,Middle East & North Africa,Asyut,Asyut,27.181122,31.179426,1.0,0,1,1,1,-9.0,0.0,1,0,7,Facility/Infrastructure Attack,1,Business,7.0,Retail/Grocery/Bakery,Video Store,60.0,Egypt,Muslim Militants,0.0,0,8,Incendiary,0.0,1,0.0,PGIS,-9,-9,0,-9,1990-02-09
55,41861,199003240015,1990,3,24,0,60,Egypt,10,Middle East & North Africa,Faiyum,Faiyum,29.311707,30.838812,1.0,0,1,1,1,-9.0,0.0,1,0,3,Bombing/Explosion,1,Business,6.0,Medical/Pharmaceutical,Audience at Hospital Show,60.0,Egypt,Muslim Fundamentalists,0.0,0,6,Explosives,0.0,1,0.0,PGIS,-9,-9,0,-9,1990-03-24
56,42224,199004190007,1990,4,19,0,60,Egypt,10,Middle East & North Africa,Faiyum,Senoures,29.413616,30.865749,1.0,0,1,1,1,0.0,0.0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Church of Virgin Mary,60.0,Egypt,Unknown,0.0,0,6,Explosives,1.0,1,0.0,PGIS,-9,-9,0,-9,1990-04-19
57,42672,199005260011,1990,5,26,0,60,Egypt,10,Middle East & North Africa,Qena,Qena Governorate,26.17,32.727222,4.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,23.0,Police Patrol (including vehicles and convoys),Van,60.0,Egypt,Muslim Militants,0.0,0,8,Incendiary,0.0,1,0.0,PGIS,-9,-9,0,-9,1990-05-26
58,43288,199007140015,1990,7,14,0,60,Egypt,10,Middle East & North Africa,Red Sea,Hurghada,27.205332,33.803768,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,1,Business,8.0,Hotel/Resort,Red Sea Hotel,60.0,Egypt,Muslim Fundamentalists,0.0,0,8,Incendiary,2.0,1,0.0,PGIS,-9,-9,1,1,1990-07-14
59,43329,199007180004,1990,7,18,0,60,Egypt,10,Middle East & North Africa,Asyut,Dayrut,27.557791,30.811893,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Informer Farghali Talabah,60.0,Egypt,Muslim Militants,0.0,0,9,Melee,1.0,0,0.0,PGIS,-9,-9,0,-9,1990-07-18
60,43337,199007190007,1990,7,19,0,60,Egypt,10,Middle East & North Africa,Minya,Minya,28.086912,30.761836,1.0,0,1,1,1,-9.0,0.0,1,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police Warrant Officer,60.0,Egypt,Unknown,0.0,0,9,Melee,1.0,0,0.0,PGIS,-9,-9,0,-9,1990-07-19
61,43467,199007270015,1990,7,27,0,60,Egypt,10,Middle East & North Africa,Cairo,Cario,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,0,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,"Policeman, on duty guarding residence Bahrain Ambassador",60.0,Egypt,Muslim Fundamentalists,0.0,0,9,Melee,0.0,0,0.0,PGIS,-9,-9,0,-9,1990-07-27
62,43468,199007270016,1990,7,27,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,-9.0,0.0,0,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,2 Policemen,60.0,Egypt,Muslim Fundamentalists,1.0,0,5,Firearms,0.0,0,0.0,PGIS,-9,-9,0,-9,1990-07-27
63,44241,199010120003,1990,10,12,0,60,Egypt,10,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314000000003,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Parliamentary Speaker Rifaat Mahjoub,60.0,Egypt,Abu Nidal Organization (ANO),0.0,0,5,Firearms,5.0,0,0.0,PGIS,0,1,0,1,1990-10-12
64,46545,199105250002,1991,5,25,0,60,Egypt,10,Middle East & North Africa,Beni Suef,Beni Suef,29.073211,31.098855,1.0,0,1,1,1,0.0,0.0,0,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",State Security Building,60.0,Egypt,Egyptian Islamic Jihad (Al-Jihad),0.0,0,6,Explosives,0.0,1,0.0,PGIS,0,1,0,1,1991-05-25
65,46635,199105310004,1991,5,31,0,60,Egypt,10,Middle East & North Africa,Quena,Abnoud,26.050879,32.78763,1.0,0,1,1,1,0.0,0.0,1,0,1,Assassination,1,Business,7.0,Retail/Grocery/Bakery,Coptic Christian Pharmacist and brother,60.0,Egypt,Al-Gama'at al-Islamiyya (IG),0.0,0,9,Melee,2.0,0,0.0,PGIS,0,1,0,1,1991-05-31
66,46969,199106260012,1991,6,26,0,60,Egypt,10,Middle East & North Africa,Beni Suef,Beni Suef,29.073211,31.098855,1.0,0,1,1,1,0.0,0.0,1,0,2,Armed Assault,3,Police,25.0,Police Security Forces/Officers,Unit,60.0,Egypt,Egyptian Islamic Jihad (Al-Jihad),0.0,0,5,Firearms,1.0,1,0.0,PGIS,0,1,0,1,1991-06-26
67,47511,199108000001,1991,8,15,0,60,Egypt,10,Middle East & North Africa,Giza,Giza,30.022924,31.185192,1.0,0,1,1,1,0.0,0.0,0,0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Policeman,60.0,Egypt,Unknown,0.0,0,6,Explosives,0.0,0,0.0,PGIS,-9,-9,0,-9,1991-08-15
68,48536,199110130009,1991,10,13,0,60,Egypt,10,Middle East & North Africa,Unknown,Unknown,0.0,0.0,5.0,0,1,1,1,-9.0,0.0,1,0,9,Unknown,1,Business,7.0,Retail/Grocery/Bakery,Jeweler Shop,60.0,Egypt,Muslim Fundamentalists,0.0,0,13,Unknown,0.0,1,0.0,PGIS,-9,-9,0,-9,1991-10-13
69,48552,199110150003,1991,10,15,0,60,Egypt,10,Middle East & North Africa,Asyut,Asyut,27.181122,31.179426,1.0,0,1,1,1,-9.0,0.0,1,0,1,Assassination,1,Business,7.0,Retail/Grocery/Bakery,Mohammed Ibrahim,60.0,Egypt,Muslim Fundamentalists,0.0,0,9,Melee,1.0,0,0.0,PGIS,-9,-9,0,-9,1991-10-15
70,49163,199111180010,1991,11,18,0,60,Egypt,10,Middle East & North Africa,Asyut,Baqour,27.1,31.283333,1.0,0,1,1,1,-9.0,0.0,1,0,2,Armed Assault,3,Police,22.0,"Police Building (headquarters, station, school)",Station,60.0,Egypt,Islamist extremists,0.0,0,5,Firearms,0.0,1,0.0,PGIS,-9,-9,0,-9,1991-11-18
